data_arc,full_name,
149,       (2017 GP6),842904
191,       (2017 GM7),842924
1067,       (2017 HT2),843060
210,       (2017 HP3),843078
272,       (2017 HX3),843086
248,       (2017 HY50),843464
24,       (2017 JT2),843592
168,       (2017 JD3),843602
23,       (2017 JE3),843603
36,       (2017 JF3),843604
446,       (2017 KZ4),843741
116,       (2017 KN34),844074
194,       (2017 LU),844142
176,       (2017 MA),844168
15,       (2017 MC),844170
8,       (2017 MA1),844192
238,       (2017 MB1),844193
152,       (2017 MV2),844215
16,       (2017 MH7),844291
178,       (2017 MN7),844296
386,       (2017 MU8),844324
165,       (2017 NH),844358
368,       (2017 NK),844360
358,       (2017 NS5),844415
122,       (2017 NM6),844426
37,       (2017 NN6),844427
217,       (2017 OA),844439
64,       (2017 OL1),844465
220,       (2017 OP19),844674
144,       (2017 PR25),845285
130,       (2017 PV26),845314
38,       (2017 QW17),845838
218,       (2017 QL33),846028
201,       (2017 QV34),846050
345,       (2017 QY34),846053
1,       (2017 QC36),846079
186,       (2017 RL),846654
29,       (2017 RV),846664
260,       (2017 RV1),846688
96,       (2017 RR15),846871
110,       (2017 SN2),848885
281,       (2017 SG14),849053
138,       (2017 SL17),849105
225,       (2017 SV20),849186
14,       (2017 SY32),849392
139,       (2017 TK1),851417
7,       (2017 TG2),851438
181,       (2017 TV4),851500
186,       (2017 TH6),851536
42,       (2017 TN6),851541
223,       (2017 UR4),851767
242,       (2017 UX5),851798
6640,       (2017 UY5),851799
42,       (2017 UZ7),851848
291,       (2017 UY42),852376
1945,       (2017 UE45),852429
41,       (2017 UQ51),852492
37,       (2017 VD),852517
54,       (2017 VV),852532
28,       (2017 VJ1),852544
197,       (2017 VX1),852558
211,       (2017 VR12),852730
111,       (2017 VW13),852760
59,       (2017 VV14),852783
183,       (2017 VO15),852801
49,       (2017 WG2),853157
5,       (2017 WJ2),853159
118,       (2017 WX12),853338
29,       (2017 WV13),853361
56,       (2017 WK14),853374
31,       (2017 WC15),853391
56,       (2017 WN16),853426
111,       (2017 WN28),853588
50,       (2017 XC),853628
41,       (2017 XA1),853649
58,       (2017 XL2),853684
74,       (2017 YH1),854800
72,       (2017 YR1),854809
230,       (2017 YZ1),854817
222,       (2017 YE5),854892
49,       (2017 YT5),854906
34,       (2017 YS8),854980
39,       (2018 AT),855116
52,       (2018 AE2),855152
54,       (2018 AJ12),855314
80,       (2018 AM12),855317
46,       (2018 BP),855425
48,       (2018 BO1),855448
182,       (2018 BY2),855473
44,       (2018 BZ2),855474
43,       (2018 BM3),855486
41,       (2018 BT6),855568
100,       (2018 BA7),855575
208,       (2018 CZ2),855772
4018,       (2018 DA1),856058
163,       (2018 DH1),856065
122,       (2018 EB),856121
74,       (2018 EE),856124
160,       (2018 EM2),856180
83,       (2018 ED4),856214
18,       (2018 EH4),856218
89,       (2018 EJ4),856219
146,       (2018 FS3),856349
140,       (2018 FJ4),856364
30,       (2018 FJ5),856386
149,       (2018 FO5),856389
104,       (2018 GM),856645
41,       (2018 GJ1),856666
241,       (2018 GG2),856689
20,       (2018 HQ),856893
20,       (2018 HL2),856935
31,       (2018 JA),856963
53,       (2018 JD2),857016
12,       (2018 JK3),857047
1603,       (2018 JD5),857077
86,       (2018 KB1),857108
62,       (2018 LK),857181
79,       (2018 LB1),857198
81,       (2018 LL2),857221
35,       (2018 LC3),857238
83,       (2018 LF5),857290
57,       (2018 LZ13),857417
43,       (2018 LG16),857443
57,       (2018 MV4),857492
32,       (2018 MR5),857512
50,       (2018 MW6),857533
36,       (2018 MY6),857535
16,       (2018 MG7),857543
35,       (2018 NC),857570
32,       (2018 NY14),857761
1,       (2018 NE15),857767
1,       (2018 NF15),857768
25,       (2018 OB1),857797
3,       (2018 PH22),857994
4,       (2018 PL23),858022
4,       (2018 PQ23),858027
4,       (2018 QT),858073
17298,       (6344 P-L),858093
